decoded_dat/c/yag/a/mir.dat	frame	0	0		686974696e67
decoded_dat/c/yag/a/mir.dat	field	0	-1	pic	3231
decoded_dat/c/yag/a/mir.dat	field	0	-1	state	3135
decoded_dat/c/yag/a/mir.dat	field	0	-1	wait	30
decoded_dat/c/yag/a/mir.dat	field	0	-1	next	31
decoded_dat/c/yag/a/mir.dat	field	0	-1	dvx	353530
decoded_dat/c/yag/a/mir.dat	field	0	-1	dvy	353530
decoded_dat/c/yag/a/mir.dat	field	0	-1	dvz	353530
decoded_dat/c/yag/a/mir.dat	field	0	-1	centerx	3435
decoded_dat/c/yag/a/mir.dat	field	0	-1	centery	313133
decoded_dat/c/yag/a/mir.dat	frame	1	1		77617465725f7570
decoded_dat/c/yag/a/mir.dat	field	1	-1	pic	3135
decoded_dat/c/yag/a/mir.dat	field	1	-1	state	33303036
decoded_dat/c/yag/a/mir.dat	field	1	-1	wait	31
decoded_dat/c/yag/a/mir.dat	field	1	-1	next	32
decoded_dat/c/yag/a/mir.dat	field	1	-1	dvx	353530
decoded_dat/c/yag/a/mir.dat	field	1	-1	dvy	353530
decoded_dat/c/yag/a/mir.dat	field	1	-1	dvz	353530
decoded_dat/c/yag/a/mir.dat	field	1	-1	centerx	3435
decoded_dat/c/yag/a/mir.dat	field	1	-1	centery	313133
decoded_dat/c/yag/a/mir.dat	field	1	-1	hit_a	30
decoded_dat/c/yag/a/mir.dat	field	1	-1	hit_d	30
decoded_dat/c/yag/a/mir.dat	field	1	-1	hit_j	30
decoded_dat/c/yag/a/mir.dat	frame	2	2		77617465725f7570
decoded_dat/c/yag/a/mir.dat	field	2	-1	pic	3136
decoded_dat/c/yag/a/mir.dat	field	2	-1	state	33303036
decoded_dat/c/yag/a/mir.dat	field	2	-1	wait	31
decoded_dat/c/yag/a/mir.dat	field	2	-1	next	33
decoded_dat/c/yag/a/mir.dat	field	2	-1	dvx	353530
decoded_dat/c/yag/a/mir.dat	field	2	-1	dvy	353530
decoded_dat/c/yag/a/mir.dat	field	2	-1	dvz	353530
decoded_dat/c/yag/a/mir.dat	field	2	-1	centerx	3435
decoded_dat/c/yag/a/mir.dat	field	2	-1	centery	313133
decoded_dat/c/yag/a/mir.dat	field	2	-1	hit_a	30
decoded_dat/c/yag/a/mir.dat	field	2	-1	hit_d	30
decoded_dat/c/yag/a/mir.dat	field	2	-1	hit_j	30
