decoded_dat/c/miz/a/shur.dat	frame	0	0		64656c
decoded_dat/c/miz/a/shur.dat	field	0	-1	pic	393939
decoded_dat/c/miz/a/shur.dat	field	0	-1	state	33303031
decoded_dat/c/miz/a/shur.dat	field	0	-1	wait	31
decoded_dat/c/miz/a/shur.dat	field	0	-1	next	31303030
decoded_dat/c/miz/a/shur.dat	field	0	-1	centerx	3339
decoded_dat/c/miz/a/shur.dat	field	0	-1	centery	3638
decoded_dat/c/miz/a/shur.dat	frame	1	1		666c79696e67
decoded_dat/c/miz/a/shur.dat	field	1	-1	pic	31
decoded_dat/c/miz/a/shur.dat	field	1	-1	state	33303030
decoded_dat/c/miz/a/shur.dat	field	1	-1	wait	31
decoded_dat/c/miz/a/shur.dat	field	1	-1	next	32
decoded_dat/c/miz/a/shur.dat	field	1	-1	centerx	3339
decoded_dat/c/miz/a/shur.dat	field	1	-1	centery	3638
decoded_dat/c/miz/a/shur.dat	field	1	-1	hit_Ua	3131
decoded_dat/c/miz/a/shur.dat	field	1	-1	hit_Fj	39
decoded_dat/c/miz/a/shur.dat	field	1	-1	hit_Uj	39
decoded_dat/c/miz/a/shur.dat	field	1	-1	hit_Dj	39
decoded_dat/c/miz/a/shur.dat	field	1	-1	hit_ja	39
decoded_dat/c/miz/a/shur.dat	block	1	0	itr	
decoded_dat/c/miz/a/shur.dat	field	1	0	kind	30
decoded_dat/c/miz/a/shur.dat	field	1	0	x	3232
decoded_dat/c/miz/a/shur.dat	field	1	0	y	3138
decoded_dat/c/miz/a/shur.dat	field	1	0	w	3333
decoded_dat/c/miz/a/shur.dat	field	1	0	h	3439
decoded_dat/c/miz/a/shur.dat	field	1	0	effect	31
decoded_dat/c/miz/a/shur.dat	field	1	0	dvx	3134
decoded_dat/c/miz/a/shur.dat	field	1	0	fall	3730
decoded_dat/c/miz/a/shur.dat	field	1	0	vrest	3235
decoded_dat/c/miz/a/shur.dat	field	1	0	bdefend	3230
decoded_dat/c/miz/a/shur.dat	field	1	0	injury	3530
decoded_dat/c/miz/a/shur.dat	block	1	1	bdy	
decoded_dat/c/miz/a/shur.dat	field	1	1	kind	30
decoded_dat/c/miz/a/shur.dat	field	1	1	x	3136
decoded_dat/c/miz/a/shur.dat	field	1	1	y	3138
decoded_dat/c/miz/a/shur.dat	field	1	1	w	3435
decoded_dat/c/miz/a/shur.dat	field	1	1	h	3439
decoded_dat/c/miz/a/shur.dat	frame	2	2		666c79696e67
decoded_dat/c/miz/a/shur.dat	field	2	-1	pic	32
decoded_dat/c/miz/a/shur.dat	field	2	-1	state	33303030
decoded_dat/c/miz/a/shur.dat	field	2	-1	wait	31
decoded_dat/c/miz/a/shur.dat	field	2	-1	next	33
decoded_dat/c/miz/a/shur.dat	field	2	-1	centerx	3339
decoded_dat/c/miz/a/shur.dat	field	2	-1	centery	3638
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_Ua	3131
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_a	36
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_d	34
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_Fa	31
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_Fj	39
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_Uj	39
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_Dj	39
decoded_dat/c/miz/a/shur.dat	field	2	-1	hit_ja	39
decoded_dat/c/miz/a/shur.dat	field	2	-1	sound	646174615c3030372e776176
decoded_dat/c/miz/a/shur.dat	block	2	0	itr	
decoded_dat/c/miz/a/shur.dat	field	2	0	kind	30
decoded_dat/c/miz/a/shur.dat	field	2	0	x	3232
decoded_dat/c/miz/a/shur.dat	field	2	0	y	3138
decoded_dat/c/miz/a/shur.dat	field	2	0	w	3333
decoded_dat/c/miz/a/shur.dat	field	2	0	h	3439
decoded_dat/c/miz/a/shur.dat	field	2	0	effect	31
decoded_dat/c/miz/a/shur.dat	field	2	0	dvx	3134
decoded_dat/c/miz/a/shur.dat	field	2	0	fall	3730
decoded_dat/c/miz/a/shur.dat	field	2	0	vrest	3235
