decoded_dat/c/kar/a/sas.dat	frame	0	0		666c79696e67
decoded_dat/c/kar/a/sas.dat	field	0	-1	pic	31
decoded_dat/c/kar/a/sas.dat	field	0	-1	state	3135
decoded_dat/c/kar/a/sas.dat	field	0	-1	wait	35
decoded_dat/c/kar/a/sas.dat	field	0	-1	next	3635
decoded_dat/c/kar/a/sas.dat	field	0	-1	dvx	353530
decoded_dat/c/kar/a/sas.dat	field	0	-1	dvy	353530
decoded_dat/c/kar/a/sas.dat	field	0	-1	dvz	353530
decoded_dat/c/kar/a/sas.dat	field	0	-1	centerx	3339
decoded_dat/c/kar/a/sas.dat	field	0	-1	centery	3739
decoded_dat/c/kar/a/sas.dat	block	0	0	bdy	
decoded_dat/c/kar/a/sas.dat	field	0	0	kind	30
decoded_dat/c/kar/a/sas.dat	field	0	0	x	2d39303030
decoded_dat/c/kar/a/sas.dat	field	0	0	y	33313535303030
decoded_dat/c/kar/a/sas.dat	field	0	0	w	3930303030
decoded_dat/c/kar/a/sas.dat	field	0	0	h	323030
decoded_dat/c/kar/a/sas.dat	field	0	0	zwidth	333030
decoded_dat/c/kar/a/sas.dat	frame	1	10		666c79696e67
decoded_dat/c/kar/a/sas.dat	field	1	-1	pic	3136
decoded_dat/c/kar/a/sas.dat	field	1	-1	state	3135
decoded_dat/c/kar/a/sas.dat	field	1	-1	wait	30
decoded_dat/c/kar/a/sas.dat	field	1	-1	next	3131
decoded_dat/c/kar/a/sas.dat	field	1	-1	dvx	353530
decoded_dat/c/kar/a/sas.dat	field	1	-1	dvy	353530
decoded_dat/c/kar/a/sas.dat	field	1	-1	dvz	353530
decoded_dat/c/kar/a/sas.dat	field	1	-1	centerx	3339
decoded_dat/c/kar/a/sas.dat	field	1	-1	centery	3739
decoded_dat/c/kar/a/sas.dat	block	1	0	bdy	
decoded_dat/c/kar/a/sas.dat	field	1	0	kind	30
decoded_dat/c/kar/a/sas.dat	field	1	0	x	2d39303030
decoded_dat/c/kar/a/sas.dat	field	1	0	y	33313535303030
decoded_dat/c/kar/a/sas.dat	field	1	0	w	3930303030
decoded_dat/c/kar/a/sas.dat	field	1	0	h	323030
decoded_dat/c/kar/a/sas.dat	field	1	0	zwidth	333030
decoded_dat/c/kar/a/sas.dat	frame	2	11		666c79696e67
decoded_dat/c/kar/a/sas.dat	field	2	-1	pic	3136
decoded_dat/c/kar/a/sas.dat	field	2	-1	state	3135
decoded_dat/c/kar/a/sas.dat	field	2	-1	wait	34
decoded_dat/c/kar/a/sas.dat	field	2	-1	next	3331
decoded_dat/c/kar/a/sas.dat	field	2	-1	dvx	353530
decoded_dat/c/kar/a/sas.dat	field	2	-1	dvy	353530
decoded_dat/c/kar/a/sas.dat	field	2	-1	dvz	353530
decoded_dat/c/kar/a/sas.dat	field	2	-1	centerx	3339
decoded_dat/c/kar/a/sas.dat	field	2	-1	centery	3739
decoded_dat/c/kar/a/sas.dat	field	2	-1	sound	635c6b61725c775c736173322e776176
