decoded_dat/c/sasu/a/mss.dat	frame	0	0		636861726765
decoded_dat/c/sasu/a/mss.dat	field	0	-1	pic	38
decoded_dat/c/sasu/a/mss.dat	field	0	-1	state	33303030
decoded_dat/c/sasu/a/mss.dat	field	0	-1	wait	31
decoded_dat/c/sasu/a/mss.dat	field	0	-1	next	33
decoded_dat/c/sasu/a/mss.dat	field	0	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	0	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	field	0	-1	hit_j	3535
decoded_dat/c/sasu/a/mss.dat	field	0	-1	sound	646174615c3130332e776176
decoded_dat/c/sasu/a/mss.dat	frame	1	1		636861726765
decoded_dat/c/sasu/a/mss.dat	field	1	-1	pic	38
decoded_dat/c/sasu/a/mss.dat	field	1	-1	state	33303030
decoded_dat/c/sasu/a/mss.dat	field	1	-1	wait	31
decoded_dat/c/sasu/a/mss.dat	field	1	-1	next	33
decoded_dat/c/sasu/a/mss.dat	field	1	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	1	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	field	1	-1	hit_j	3335
decoded_dat/c/sasu/a/mss.dat	field	1	-1	sound	646174615c3130332e776176
decoded_dat/c/sasu/a/mss.dat	frame	2	2		636861726765
decoded_dat/c/sasu/a/mss.dat	field	2	-1	pic	38
decoded_dat/c/sasu/a/mss.dat	field	2	-1	state	33303030
decoded_dat/c/sasu/a/mss.dat	field	2	-1	wait	31
decoded_dat/c/sasu/a/mss.dat	field	2	-1	next	33
decoded_dat/c/sasu/a/mss.dat	field	2	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	2	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	field	2	-1	hit_j	3135
decoded_dat/c/sasu/a/mss.dat	field	2	-1	sound	646174615c3130332e776176
decoded_dat/c/sasu/a/mss.dat	frame	3	3		636861726765
decoded_dat/c/sasu/a/mss.dat	field	3	-1	pic	39
decoded_dat/c/sasu/a/mss.dat	field	3	-1	state	33303030
decoded_dat/c/sasu/a/mss.dat	field	3	-1	wait	31
decoded_dat/c/sasu/a/mss.dat	field	3	-1	next	34
decoded_dat/c/sasu/a/mss.dat	field	3	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	3	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	field	3	-1	hit_g	3130
decoded_dat/c/sasu/a/mss.dat	field	3	-1	hit_Fj	3130
decoded_dat/c/sasu/a/mss.dat	block	3	0	itr	
decoded_dat/c/sasu/a/mss.dat	field	3	0	kind	30
decoded_dat/c/sasu/a/mss.dat	field	3	0	x	30
decoded_dat/c/sasu/a/mss.dat	field	3	0	y	3335
decoded_dat/c/sasu/a/mss.dat	field	3	0	w	3835
decoded_dat/c/sasu/a/mss.dat	field	3	0	h	3130
decoded_dat/c/sasu/a/mss.dat	field	3	0	effect	31
decoded_dat/c/sasu/a/mss.dat	field	3	0	dvx	35
decoded_dat/c/sasu/a/mss.dat	field	3	0	dvy	2d34
decoded_dat/c/sasu/a/mss.dat	field	3	0	fall	3730
decoded_dat/c/sasu/a/mss.dat	field	3	0	vrest	3133
decoded_dat/c/sasu/a/mss.dat	field	3	0	bdefend	3130
decoded_dat/c/sasu/a/mss.dat	field	3	0	injury	3230
decoded_dat/c/sasu/a/mss.dat	block	3	1	bdy	
decoded_dat/c/sasu/a/mss.dat	field	3	1	kind	30
decoded_dat/c/sasu/a/mss.dat	field	3	1	x	30
decoded_dat/c/sasu/a/mss.dat	field	3	1	y	3335
decoded_dat/c/sasu/a/mss.dat	field	3	1	w	3835
decoded_dat/c/sasu/a/mss.dat	field	3	1	h	3130
decoded_dat/c/sasu/a/mss.dat	frame	4	4		636861726765
decoded_dat/c/sasu/a/mss.dat	field	4	-1	pic	38
decoded_dat/c/sasu/a/mss.dat	field	4	-1	state	33303030
decoded_dat/c/sasu/a/mss.dat	field	4	-1	wait	31
decoded_dat/c/sasu/a/mss.dat	field	4	-1	next	33
decoded_dat/c/sasu/a/mss.dat	field	4	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	4	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	field	4	-1	hit_g	3130
decoded_dat/c/sasu/a/mss.dat	field	4	-1	hit_Fj	3130
decoded_dat/c/sasu/a/mss.dat	block	4	0	itr	
decoded_dat/c/sasu/a/mss.dat	field	4	0	kind	30
decoded_dat/c/sasu/a/mss.dat	field	4	0	x	30
decoded_dat/c/sasu/a/mss.dat	field	4	0	y	3335
decoded_dat/c/sasu/a/mss.dat	field	4	0	w	3835
decoded_dat/c/sasu/a/mss.dat	field	4	0	h	3130
decoded_dat/c/sasu/a/mss.dat	field	4	0	effect	31
decoded_dat/c/sasu/a/mss.dat	field	4	0	dvx	35
decoded_dat/c/sasu/a/mss.dat	field	4	0	dvy	2d34
decoded_dat/c/sasu/a/mss.dat	field	4	0	fall	3730
decoded_dat/c/sasu/a/mss.dat	field	4	0	vrest	3133
decoded_dat/c/sasu/a/mss.dat	field	4	0	bdefend	3130
decoded_dat/c/sasu/a/mss.dat	field	4	0	injury	3230
decoded_dat/c/sasu/a/mss.dat	block	4	1	bdy	
decoded_dat/c/sasu/a/mss.dat	field	4	1	kind	30
decoded_dat/c/sasu/a/mss.dat	field	4	1	x	30
decoded_dat/c/sasu/a/mss.dat	field	4	1	y	3335
decoded_dat/c/sasu/a/mss.dat	field	4	1	w	3835
decoded_dat/c/sasu/a/mss.dat	field	4	1	h	3130
decoded_dat/c/sasu/a/mss.dat	frame	5	10		67726f756e64
decoded_dat/c/sasu/a/mss.dat	field	5	-1	pic	3130
decoded_dat/c/sasu/a/mss.dat	field	5	-1	state	33303035
decoded_dat/c/sasu/a/mss.dat	field	5	-1	wait	32
decoded_dat/c/sasu/a/mss.dat	field	5	-1	next	31303030
decoded_dat/c/sasu/a/mss.dat	field	5	-1	dvx	353530
decoded_dat/c/sasu/a/mss.dat	field	5	-1	dvy	353530
decoded_dat/c/sasu/a/mss.dat	field	5	-1	dvz	353530
decoded_dat/c/sasu/a/mss.dat	field	5	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	5	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	frame	6	15		6b6972696e
decoded_dat/c/sasu/a/mss.dat	field	6	-1	pic	393939
decoded_dat/c/sasu/a/mss.dat	field	6	-1	state	343030
decoded_dat/c/sasu/a/mss.dat	field	6	-1	wait	32
decoded_dat/c/sasu/a/mss.dat	field	6	-1	next	3136
decoded_dat/c/sasu/a/mss.dat	field	6	-1	centerx	3330
decoded_dat/c/sasu/a/mss.dat	field	6	-1	centery	3739
decoded_dat/c/sasu/a/mss.dat	frame	7	16		6b6972696e
decoded_dat/c/sasu/a/mss.dat	field	7	-1	pic	393939
decoded_dat/c/sasu/a/mss.dat	field	7	-1	state	33303035
decoded_dat/c/sasu/a/mss.dat	field	7	-1	wait	30
decoded_dat/c/sasu/a/mss.dat	field	7	-1	next	3137
decoded_dat/c/sasu/a/mss.dat	field	7	-1	centerx	3330
decoded_dat/c/sasu/a/mss.dat	field	7	-1	centery	3739
decoded_dat/c/sasu/a/mss.dat	block	7	0	opoint	
decoded_dat/c/sasu/a/mss.dat	field	7	0	kind	31
decoded_dat/c/sasu/a/mss.dat	field	7	0	x	30
decoded_dat/c/sasu/a/mss.dat	field	7	0	y	30
decoded_dat/c/sasu/a/mss.dat	field	7	0	action	313037
decoded_dat/c/sasu/a/mss.dat	field	7	0	oid	383036
decoded_dat/c/sasu/a/mss.dat	field	7	0	facing	30
decoded_dat/c/sasu/a/mss.dat	frame	8	17		6b6972696e
decoded_dat/c/sasu/a/mss.dat	field	8	-1	pic	393939
decoded_dat/c/sasu/a/mss.dat	field	8	-1	state	33303035
decoded_dat/c/sasu/a/mss.dat	field	8	-1	wait	30
decoded_dat/c/sasu/a/mss.dat	field	8	-1	next	31303030
decoded_dat/c/sasu/a/mss.dat	field	8	-1	centerx	3330
decoded_dat/c/sasu/a/mss.dat	field	8	-1	centery	3739
decoded_dat/c/sasu/a/mss.dat	block	8	0	opoint	
decoded_dat/c/sasu/a/mss.dat	field	8	0	kind	31
decoded_dat/c/sasu/a/mss.dat	field	8	0	x	30
decoded_dat/c/sasu/a/mss.dat	field	8	0	y	30
decoded_dat/c/sasu/a/mss.dat	field	8	0	action	313137
decoded_dat/c/sasu/a/mss.dat	field	8	0	oid	383036
decoded_dat/c/sasu/a/mss.dat	field	8	0	facing	30
decoded_dat/c/sasu/a/mss.dat	frame	9	20		67726f756e64
decoded_dat/c/sasu/a/mss.dat	field	9	-1	pic	3130
decoded_dat/c/sasu/a/mss.dat	field	9	-1	state	33303035
decoded_dat/c/sasu/a/mss.dat	field	9	-1	wait	32
decoded_dat/c/sasu/a/mss.dat	field	9	-1	next	31303030
decoded_dat/c/sasu/a/mss.dat	field	9	-1	dvx	353530
decoded_dat/c/sasu/a/mss.dat	field	9	-1	dvy	353530
decoded_dat/c/sasu/a/mss.dat	field	9	-1	dvz	353530
decoded_dat/c/sasu/a/mss.dat	field	9	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	9	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	frame	10	30		67726f756e64
decoded_dat/c/sasu/a/mss.dat	field	10	-1	pic	3130
decoded_dat/c/sasu/a/mss.dat	field	10	-1	state	33303035
decoded_dat/c/sasu/a/mss.dat	field	10	-1	wait	32
decoded_dat/c/sasu/a/mss.dat	field	10	-1	next	31303030
decoded_dat/c/sasu/a/mss.dat	field	10	-1	dvx	353530
decoded_dat/c/sasu/a/mss.dat	field	10	-1	dvy	353530
decoded_dat/c/sasu/a/mss.dat	field	10	-1	dvz	353530
decoded_dat/c/sasu/a/mss.dat	field	10	-1	centerx	3432
decoded_dat/c/sasu/a/mss.dat	field	10	-1	centery	3432
decoded_dat/c/sasu/a/mss.dat	frame	11	50		636869646f726967726f756e64
decoded_dat/c/sasu/a/mss.dat	field	11	-1	pic	35
decoded_dat/c/sasu/a/mss.dat	field	11	-1	state	33303035
decoded_dat/c/sasu/a/mss.dat	field	11	-1	wait	30
decoded_dat/c/sasu/a/mss.dat	field	11	-1	next	3531
decoded_dat/c/sasu/a/mss.dat	field	11	-1	dvy	353530
